event,signal,date,second,milisecond,tweek signs,f_signs [kHz],f_min<2kHz
2311,11,20150921_192012,70.pn,504,,,
2311,12,20150921_192012,70.pn,643,,,
2311,13,20150921_192012,70.pn,736,,,
2311,14,20150921_192012,70.pn,752,,,
2312,1,20180607_193215,80.pn,935,,,
2312,2,20180607_193215,80.pn,942,,,
2312,3,20180607_193215,80.pn,89,,,
2312,4,20180607_193215,80.pn,66,,,
2312,5,20180607_193215,80.pn,48,,,
2312,6,20180607_193215,80.pn,24,,,
2313,1,20170707_230635,72.pn,806,,,
2313,2,20170707_230635,72.pn,687,2,,
2313,3,20170707_230635,72.pn,522,2,,
2313,4,20170707_230635,72.pn,548,2,,
2313,5,20170707_230635,72.pn,620,,,
2313,6,20170707_230635,72.pn,595,,,
2313,7,20170707_230635,72.pn,575,,,
2314,1,20170707_230135,126.pn,14,1,,
2314,2,20170707_230135,126.pn,77,2,,
2314,3,20170707_230135,126.pn,323,,,
2315,1,20180621_222608,20.pn,175,,,
2315,2,20180621_222608,20.pn,192,,,
2315,3,20180621_222608,20.pn,707,,,
2315,4,20180621_222608,20.pn,735,,,
2315,5,20180621_222608,20.pn,788,,,
2315,6,20180621_222608,20.pn,855,,,
2315,7,20180621_222608,20.pn,953,,,
2315,8,20180621_222608,20.pn,819,,,
2315,9,20180621_222608,20.pn,284,,,
2316,1,20180607_194215,59.pn,388,1,,
2316,2,20180607_194215,59.pn,477,,,
2316,3,20180607_194215,59.pn,554,,,
2316,4,20180607_194215,59.pn,661,,,
2316,5,20180607_194215,59.pn,848,,,
2316,6,20180607_194215,59.pn,967,,,
2316,7,20180607_194215,59.pn,780,,,
2316,8,20180607_194215,59.pn,992,,,
2316,9,20180607_194215,59.pn,628,,,
2316,10,20180607_194215,59.pn,798,,,
2316,11,20180607_194215,59.pn,590,1,,
2316,12,20180607_194215,59.pn,693,,,
2316,13,20180607_194215,59.pn,641,,,
2317,1,20180621_223609,133.pn,130,,,
2317,2,20180621_223609,133.pn,412,,,
2317,3,20180621_223609,133.pn,494,,,
2317,4,20180621_223609,133.pn,705,,,
2317,5,20180621_223609,133.pn,963,,,
2317,6,20180621_223609,133.pn,981,,,
2317,7,20180621_223609,133.pn,579,,,
2317,8,20180621_223609,133.pn,534,,,
2317,9,20180621_223609,133.pn,586,,,
2318,1,20160821_192511,82.pn,508,,,
2318,2,20160821_192511,82.pn,534,,,
2318,3,20160821_192511,82.pn,979,,,
2318,4,20160821_192511,82.pn,889,,,
2318,5,20160821_192511,82.pn,831,,,
2318,6,20160821_192511,82.pn,739,,,
2318,7,20160821_192511,82.pn,216,4,,
2318,8,20160821_192511,82.pn,128,3,,
2318,9,20160821_192511,82.pn,11,2,,
2319,1,20160807_211009,109.pn,732,2,,
2319,2,20160807_211009,109.pn,806,,,
2319,3,20160807_211009,109.pn,901,,,
2320,1,20180621_225109,132.pn,89,,,
2320,2,20180621_225109,132.pn,-2,,,
2320,3,20180621_225109,132.pn,151,,,
2320,4,20180621_225109,132.pn,316,,,
2320,5,20180621_225109,132.pn,439,,,
2320,6,20180621_225109,132.pn,473,,,
2320,7,20180621_225109,132.pn,571,,,
2320,8,20180621_225109,132.pn,693,,,
2320,9,20180621_225109,132.pn,716,,,
2320,10,20180621_225109,132.pn,792,,,
2320,11,20180621_225109,132.pn,833,,,
2320,12,20180621_225109,132.pn,971,,,
2320,13,20180621_225109,132.pn,923,,,
2320,14,20180621_225109,132.pn,895,,,
2320,15,20180621_225109,132.pn,877,,,
2320,16,20180621_225109,132.pn,813,3,,
2320,17,20180621_225109,132.pn,601,4,,
2320,18,20180621_225109,132.pn,946,3,,
2320,19,20180621_225109,132.pn,652,,,
2321,1,20150921_191512,135.pn,701,,,
2321,2,20150921_191512,135.pn,13,,,
2321,3,20150921_191512,135.pn,306,,,
2321,4,20150921_191512,135.pn,349,,,
2322,1,20170707_234137,9.pn,349,3,,
2322,2,20170707_234137,9.pn,827,,,
2323,1,20150921_192512,73.pn,991,,,
2323,2,20150921_192512,73.pn,595,,,
2323,3,20150921_192512,73.pn,526,,,
2323,4,20150921_192512,73.pn,663,,,
2324,1,20150921_184510,136.pn,942,5,,
2324,2,20150921_184510,136.pn,486,3,,
2325,1,20160821_192511,129.pn,983,,,
2325,2,20160821_192511,129.pn,694,,,
2325,3,20160821_192511,129.pn,632,2,,
2325,4,20160821_192511,129.pn,671,,,
2325,5,20160821_192511,129.pn,140,,,
2326,1,20150921_184010,143.pn,595,,,
2326,2,20150921_184010,143.pn,384,,,
2326,3,20150921_184010,143.pn,701,,,
2326,4,20150921_184010,143.pn,432,2,,
2327,1,20180621_220607,89.pn,33,,,
2327,2,20180621_220607,89.pn,788,5,,
2327,3,20180621_220607,89.pn,211,,,
2328,1,20170707_230135,39.pn,659,,,
2328,2,20170707_230135,39.pn,681,,,
2328,3,20170707_230135,39.pn,345,3,,
2328,4,20170707_230135,39.pn,291,,,
2328,5,20170707_230135,39.pn,301,,,
2328,6,20170707_230135,39.pn,283,,,
2329,1,20150921_193513,93.pn,127,,,
2329,2,20150921_193513,93.pn,466,,,
2329,3,20150921_193513,93.pn,559,,,
2329,4,20150921_193513,93.pn,631,,,
2329,5,20150921_193513,93.pn,641,,,
2329,6,20150921_193513,93.pn,652,,,
2329,7,20150921_193513,93.pn,771,,,
2329,8,20150921_193513,93.pn,816,,,
2329,9,20150921_193513,93.pn,912,,,
2330,1,20170707_234137,135.pn,413,,,
2330,2,20170707_234137,135.pn,529,4,,
2330,3,20170707_234137,135.pn,606,3,,
2330,4,20170707_234137,135.pn,637,,,
2331,1,20150921_193012,15.pn,944,,,
2331,2,20150921_193012,15.pn,875,,,
2331,3,20150921_193012,15.pn,830,,,
2331,4,20150921_193012,15.pn,668,,,
2331,5,20150921_193012,15.pn,653,,,
2331,6,20150921_193012,15.pn,638,,,
2331,7,20150921_193012,15.pn,591,3,,
2331,8,20150921_193012,15.pn,498,,,
2331,9,20150921_193012,15.pn,478,,,
2331,10,20150921_193012,15.pn,457,,,
2331,11,20150921_193012,15.pn,379,,,
2331,12,20150921_193012,15.pn,352,,,
2331,13,20150921_193012,15.pn,322,,,
2332,1,20180621_230110,83.pn,569,5,,
2332,2,20180621_230110,83.pn,760,4,,
2332,3,20180621_230110,83.pn,527,6,,
2332,4,20180621_230110,83.pn,535,4,,
2332,5,20180621_230110,83.pn,40,1,,
2332,6,20180621_230110,83.pn,843,,,
2332,7,20180621_230110,83.pn,912,,,
2332,8,20180621_230110,83.pn,447,3,,
2333,1,20170707_231635,102.pn,547,,,
2333,2,20170707_231635,102.pn,560,,,
2333,3,20170707_231635,102.pn,879,,,
2334,1,20170707_233636,68.pn,966,3,,
2334,2,20170707_233636,68.pn,889,5,,
2335,1,20150921_190011,44.pn,630,3,,
2335,2,20150921_190011,44.pn,893,3,,
2335,3,20150921_190011,44.pn,708,,,
2335,4,20150921_190011,44.pn,759,,,
2335,5,20150921_190011,44.pn,651,,,
2335,6,20150921_190011,44.pn,495,,,
2336,1,20150921_184510,57.pn,861,3,,
2336,2,20150921_184510,57.pn,972,,,
2336,3,20150921_184510,57.pn,900,,,
2336,4,20150921_184510,57.pn,838,,,
2336,5,20150921_184510,57.pn,548,,,
2336,6,20150921_184510,57.pn,440,,,
2336,7,20150921_184510,57.pn,365,,,
2336,8,20150921_184510,57.pn,589,,,
2336,9,20150921_184510,57.pn,641,,,
2336,10,20150921_184510,57.pn,655,,,
2336,11,20150921_184510,57.pn,929,,,
2336,12,20150921_184510,57.pn,203,,,
2336,13,20150921_184510,57.pn,38,1,,
2337,1,20180607_195215,64.pn,298,2,,
2337,2,20180607_195215,64.pn,40,,,
2338,1,20170707_234637,72.pn,149,,,
2338,2,20170707_234637,72.pn,121,,,
2338,3,20170707_234637,72.pn,115,,,
2338,4,20170707_234637,72.pn,60,,,
2338,5,20170707_234637,72.pn,512,,,
2338,6,20170707_234637,72.pn,624,,,
2338,7,20170707_234637,72.pn,572,,,
2338,8,20170707_234637,72.pn,924,,,
2338,9,20170707_234637,72.pn,538,,,
2339,1,20180621_224609,6.pn,670,,,
2339,2,20180621_224609,6.pn,123,,,
2339,3,20180621_224609,6.pn,314,,,
2339,4,20180621_224609,6.pn,57,,,
2339,5,20180621_224609,6.pn,92,3,,
2339,6,20180621_224609,6.pn,30,3,,
2340,1,20180621_230110,115.pn,392,1,,
2340,2,20180621_230110,115.pn,71,3,,
2340,3,20180621_230110,115.pn,221,2,,
2341,1,20170707_231135,65.pn,132,,,
2341,2,20170707_231135,65.pn,960,3,,
2342,1,20180607_192214,128.pn,660,,,
2342,2,20180607_192214,128.pn,644,,,
2342,3,20180607_192214,128.pn,618,,,
2342,4,20180607_192214,128.pn,341,,,
2342,5,20180607_192214,128.pn,313,,,
2342,6,20180607_192214,128.pn,321,,,
2342,7,20180607_192214,128.pn,195,,,
2342,8,20180607_192214,128.pn,163,,,
2342,9,20180607_192214,128.pn,106,,,
2342,10,20180607_192214,128.pn,71,,,
2343,1,20150907_150438,80.pn,269,,,
2343,2,20150907_150438,80.pn,409,,,
2343,3,20150907_150438,80.pn,471,,,
2343,4,20150907_150438,80.pn,446,,,
2343,5,20150907_150438,80.pn,430,,,
2343,6,20150907_150438,80.pn,384,,,
2343,7,20150907_150438,80.pn,117,,,
2343,8,20150907_150438,80.pn,92,,,
2343,9,20150907_150438,80.pn,44,,,
2343,10,20150907_150438,80.pn,19,,,
2343,11,20150907_150438,80.pn,28,,,
2343,12,20150907_150438,80.pn,567,,,
2343,13,20150907_150438,80.pn,640,,,
2343,14,20150907_150438,80.pn,919,,,
2343,15,20150907_150438,80.pn,784,,,
2343,16,20150907_150438,80.pn,854,,,
2343,17,20150907_150438,80.pn,978,,,
2343,18,20150907_150438,80.pn,819,,,
2343,19,20150907_150438,80.pn,871,,,
2344,1,20170707_231635,23.pn,61,3,,
2344,2,20170707_231635,23.pn,99,4,,
2344,3,20170707_231635,23.pn,72,,,
2344,4,20170707_231635,23.pn,466,,,
2344,5,20170707_231635,23.pn,849,,,
2344,6,20170707_231635,23.pn,842,,,
2345,1,20180607_193715,76.pn,834,1,,
2345,2,20180607_193715,76.pn,420,,,
2345,3,20180607_193715,76.pn,524,,,
2345,4,20180607_193715,76.pn,729,,,
2345,5,20180607_193715,76.pn,687,,,
2346,1,20180621_223609,50.pn,932,5,,
2346,2,20180621_223609,50.pn,852,,,
2346,3,20180621_223609,50.pn,177,,,
2346,4,20180621_223609,50.pn,480,,,
2346,5,20180621_223609,50.pn,711,,,
2346,6,20180621_223609,50.pn,625,,,
2347,1,20160807_212009,111.pn,332,,,
2347,2,20160807_212009,111.pn,307,,,
2348,1,20180607_190213,98.pn,420,,,
2348,2,20180607_190213,98.pn,336,,,
2348,3,20180607_190213,98.pn,366,,,
2349,1,20150921_185511,105.pn,903,2,,
2349,2,20150921_185511,105.pn,923,,,
2349,3,20150921_185511,105.pn,966,,,
2349,4,20150921_185511,105.pn,606,,,
2349,5,20150921_185511,105.pn,151,,,
2349,6,20150921_185511,105.pn,252,,,
2349,7,20150921_185511,105.pn,267,,,
2350,1,20160821_191010,53.pn,226,3,,
2350,2,20160821_191010,53.pn,373,,,
2350,3,20160821_191010,53.pn,67,,,
2350,4,20160821_191010,53.pn,31,,,
2350,5,20160821_191010,53.pn,571,,,
2351,1,20150921_190511,59.pn,195,,,
2351,2,20150921_190511,59.pn,643,,,
2351,3,20150921_190511,59.pn,774,,,
2351,4,20150921_190511,59.pn,863,,,
2351,5,20150921_190511,59.pn,140,,,
2351,6,20150921_190511,59.pn,948,,,
2352,1,20160821_185009,144.pn,897,,,
2352,2,20160821_185009,144.pn,516,,,
2352,3,20160821_185009,144.pn,85,,,
2353,1,20150907_150438,61.pn,153,,,
2353,2,20150907_150438,61.pn,173,,,
2353,3,20150907_150438,61.pn,31,,,
2353,4,20150907_150438,61.pn,43,,,
2353,5,20150907_150438,61.pn,49,,,
2353,6,20150907_150438,61.pn,79,,,
2353,7,20150907_150438,61.pn,60,,,
2353,8,20150907_150438,61.pn,531,,,
2353,9,20150907_150438,61.pn,728,,,
2353,10,20150907_150438,61.pn,874,,,
2353,11,20150907_150438,61.pn,635,,,
2353,12,20150907_150438,61.pn,627,,,
2354,1,20150907_142936,69.pn,41,,,
2354,2,20150907_142936,69.pn,818,,,
2354,3,20150907_142936,69.pn,137,,,
2355,1,20170721_224039,45.pn,903,,,
2355,2,20170721_224039,45.pn,886,2,,
2355,3,20170721_224039,45.pn,815,2,,
2355,4,20170721_224039,45.pn,855,,,
2356,1,20150907_150438,127.pn,114,,,
2356,2,20150907_150438,127.pn,130,,,
2356,3,20150907_150438,127.pn,873,,,
2356,4,20150907_150438,127.pn,880,,,
2356,5,20150907_150438,127.pn,248,,,
2356,6,20150907_150438,127.pn,388,,,
2356,7,20150907_150438,127.pn,426,,,
2356,8,20150907_150438,127.pn,923,,,
2356,9,20150907_150438,127.pn,598,,,
2356,10,20150907_150438,127.pn,568,,,
2357,1,20180621_224609,37.pn,79,7,,
2357,2,20180621_224609,37.pn,89,,,
2357,3,20180621_224609,37.pn,100,7,,
2357,4,20180621_224609,37.pn,10,,,
2357,5,20180621_224609,37.pn,126,,,
2357,6,20180621_224609,37.pn,340,,,
2357,7,20180621_224609,37.pn,396,,,
2357,8,20180621_224609,37.pn,389,,,
2357,9,20180621_224609,37.pn,425,,,
2357,10,20180621_224609,37.pn,617,,,
2357,11,20180621_224609,37.pn,680,,,
2357,12,20180621_224609,37.pn,270,,,
2357,13,20180621_224609,37.pn,884,4,,
2357,14,20180621_224609,37.pn,856,,,
2357,15,20180621_224609,37.pn,922,,,
2357,16,20180621_224609,37.pn,898,,,
2357,17,20180621_224609,37.pn,710,,,
2357,18,20180621_224609,37.pn,474,,,
2358,1,20170707_230635,30.pn,642,4,,
2358,2,20170707_230635,30.pn,683,,,
2358,3,20170707_230635,30.pn,670,3,,
2358,4,20170707_230635,30.pn,461,,,
2359,1,20180621_222608,20.pn,174,,,
2359,2,20180621_222608,20.pn,192,,,
2359,3,20180621_222608,20.pn,704,,,
2359,4,20180621_222608,20.pn,732,,,
2359,5,20180621_222608,20.pn,788,,,
2359,6,20180621_222608,20.pn,854,,,
2359,7,20180621_222608,20.pn,953,,,
2359,8,20180621_222608,20.pn,820,,,
2360,1,20180621_222108,82.pn,799,,,
2360,2,20180621_222108,82.pn,766,,,
2360,3,20180621_222108,82.pn,403,,,
2360,4,20180621_222108,82.pn,364,,,
2360,5,20180621_222108,82.pn,821,1,,
2361,1,20160807_212009,135.pn,782,,,
2361,2,20160807_212009,135.pn,860,,,
2361,3,20160807_212009,135.pn,966,,,
2362,1,20170721_220538,141.pn,499,,,
2362,2,20170721_220538,141.pn,560,,,
2362,3,20170721_220538,141.pn,515,,,
2362,4,20170721_220538,141.pn,626,,,
2362,5,20170721_220538,141.pn,676,,,
2362,6,20170721_220538,141.pn,753,3,,
2362,7,20170721_220538,141.pn,818,,,
2362,8,20170721_220538,141.pn,899,,,
2362,9,20170721_220538,141.pn,977,,,
2363,1,20150907_145938,65.pn,936,,,
2363,2,20150907_145938,65.pn,951,,,
2363,3,20150907_145938,65.pn,499,,,
2363,4,20150907_145938,65.pn,470,,,
2363,5,20150907_145938,65.pn,632,,,
2363,6,20150907_145938,65.pn,97,,,
2364,1,20170721_224540,48.pn,135,,,
2364,2,20170721_224540,48.pn,225,,,
2364,3,20170721_224540,48.pn,366,,,
2364,4,20170721_224540,48.pn,531,,,
2364,5,20170721_224540,48.pn,713,,,
2364,6,20170721_224540,48.pn,985,,,
2365,1,20160807_210009,146.pn,148,,,
2365,2,20160807_210009,146.pn,23,,,
2365,3,20160807_210009,146.pn,62,,,
2366,1,20180607_191214,64.pn,227,,,
2366,2,20180607_191214,64.pn,444,,,
2366,3,20180607_191214,64.pn,478,,,
2366,4,20180607_191214,64.pn,514,,,
2366,5,20180607_191214,64.pn,460,,,
2366,6,20180607_191214,64.pn,363,,,
2366,7,20180607_191214,64.pn,36,,,
2366,8,20180607_191214,64.pn,272,,,
2366,9,20180607_191214,64.pn,266,,,
2366,10,20180607_191214,64.pn,260,,,
2366,11,20180607_191214,64.pn,205,,,
2366,12,20180607_191214,64.pn,775,,,
2367,1,20150921_185511,26.pn,875,,,
2367,2,20150921_185511,26.pn,910,,,
2367,3,20150921_185511,26.pn,622,,,
2367,4,20150921_185511,26.pn,569,,,
2367,5,20150921_185511,26.pn,545,,,
2367,6,20150921_185511,26.pn,526,,,
2367,7,20150921_185511,26.pn,512,,,
2367,8,20150921_185511,26.pn,494,,,
2367,9,20150921_185511,26.pn,418,,,
2367,10,20150921_185511,26.pn,392,,,
2367,11,20150921_185511,26.pn,266,,,
2367,12,20150921_185511,26.pn,74,,,
2367,13,20150921_185511,26.pn,223,,,
2367,14,20150921_185511,26.pn,20,,,
2367,15,20150921_185511,26.pn,473,3,,
2367,16,20150921_185511,26.pn,449,,,
2368,1,20150907_151939,139.pn,8,,,
2368,2,20150907_151939,139.pn,133,,,
2368,3,20150907_151939,139.pn,145,,,
2368,4,20150907_151939,139.pn,251,,,
2368,5,20150907_151939,139.pn,300,,,
2368,6,20150907_151939,139.pn,320,,,
2368,7,20150907_151939,139.pn,336,,,
2368,8,20150907_151939,139.pn,475,,,
2368,9,20150907_151939,139.pn,513,,,
2368,10,20150907_151939,139.pn,608,,,
2368,11,20150907_151939,139.pn,857,,,
2368,12,20150907_151939,139.pn,930,,,
2368,13,20150907_151939,139.pn,951,,,
2368,14,20150907_151939,139.pn,961,,,
2368,15,20150907_151939,139.pn,978,,,
2368,16,20150907_151939,139.pn,990,,,
2368,17,20150907_151939,139.pn,169,,,
2369,1,20160807_211509,94.pn,315,,,
2369,2,20160807_211509,94.pn,830,2,,
2370,1,20180621_222108,41.pn,470,,,
2370,2,20180621_222108,41.pn,430,2,,
2370,3,20180621_222108,41.pn,352,,,
2370,4,20180621_222108,41.pn,267,,,
2370,5,20180621_222108,41.pn,169,,,
2371,1,20150921_192512,16.pn,216,,,
2371,2,20150921_192512,16.pn,186,,,
2371,3,20150921_192512,16.pn,398,,,
2371,4,20150921_192512,16.pn,546,3,,
2371,5,20150921_192512,16.pn,607,1,,
2371,6,20150921_192512,16.pn,676,,,
2371,7,20150921_192512,16.pn,133,,,
2371,8,20150921_192512,16.pn,694,,,
2371,9,20150921_192512,16.pn,752,,,
2371,10,20150921_192512,16.pn,833,2,,
2371,11,20150921_192512,16.pn,960,,,
2372,1,20180607_194715,89.pn,886,1,,
2372,2,20180607_194715,89.pn,794,,,
2372,3,20180607_194715,89.pn,818,,,
2372,4,20180607_194715,89.pn,301,,,
2372,5,20180607_194715,89.pn,281,,,
2373,1,20170707_234137,9.pn,827,,,
2373,2,20170707_234137,9.pn,343,,,
2374,1,20170721_221038,39.pn,150,,,
2374,2,20170721_221038,39.pn,416,,,
2374,3,20170721_221038,39.pn,466,,,
2374,4,20170721_221038,39.pn,733,,,
2374,5,20170721_221038,39.pn,862,1,,
2374,6,20170721_221038,39.pn,891,,,
2374,7,20170721_221038,39.pn,371,,,
2375,1,20160807_213010,103.pn,13,,,
2375,2,20160807_213010,103.pn,284,,,
2375,3,20160807_213010,103.pn,753,,,
2376,1,20150907_150938,120.pn,815,,,
2376,2,20150907_150938,120.pn,826,,,
2376,3,20150907_150938,120.pn,508,,,
2376,4,20150907_150938,120.pn,553,,,
2376,5,20150907_150938,120.pn,520,,,
2376,6,20150907_150938,120.pn,990,,,
2377,1,20170707_230635,31.pn,556,2,,
2377,2,20170707_230635,31.pn,376,,,
2378,1,20170707_232636,33.pn,911,3,,
2378,2,20170707_232636,33.pn,519,2,,
2378,3,20170707_232636,33.pn,968,,,
2379,1,20150907_142436,67.pn,529,,,
2379,2,20150907_142436,67.pn,593,,,
2379,3,20150907_142436,67.pn,638,,,
2379,4,20150907_142436,67.pn,50,,,
2379,5,20150907_142436,67.pn,760,,,
2379,6,20150907_142436,67.pn,831,,,
2379,7,20150907_142436,67.pn,887,,,
2379,8,20150907_142436,67.pn,974,,,
2380,1,20170721_222539,40.pn,518,3,,
2380,2,20170721_222539,40.pn,782,,,
2380,3,20170721_222539,40.pn,768,,,
2380,4,20170721_222539,40.pn,972,,,
2381,1,20150907_144937,135.pn,941,,,
2381,2,20150907_144937,135.pn,893,,,
2381,3,20150907_144937,135.pn,821,,,
2381,4,20150907_144937,135.pn,831,,,
2381,5,20150907_144937,135.pn,808,,,
2381,6,20150907_144937,135.pn,558,,,
2381,7,20150907_144937,135.pn,541,,,
2381,8,20150907_144937,135.pn,279,,,
2381,9,20150907_144937,135.pn,227,,,
2381,10,20150907_144937,135.pn,138,,,
2381,11,20150907_144937,135.pn,23,,,
2381,12,20150907_144937,135.pn,63,,,
2381,13,20150907_144937,135.pn,440,,,
2381,14,20150907_144937,135.pn,383,,,
2381,15,20150907_144937,135.pn,848,,,
2381,16,20150907_144937,135.pn,995,,,
2382,1,20160821_184509,106.pn,453,,,
2382,2,20160821_184509,106.pn,262,,,
2382,3,20160821_184509,106.pn,224,,,
2382,4,20160821_184509,106.pn,187,,,
2382,5,20160821_184509,106.pn,151,,,
2382,6,20160821_184509,106.pn,99,,,
2383,1,20180607_190213,132.pn,352,,,
2383,2,20180607_190213,132.pn,364,,,
2383,3,20180607_190213,132.pn,162,,,
2383,4,20180607_190213,132.pn,137,,,
2383,5,20180607_190213,132.pn,438,,,
2383,6,20180607_190213,132.pn,878,,,
2383,7,20180607_190213,132.pn,321,,,
2383,8,20180607_190213,132.pn,337,,,
2384,1,20150921_191011,39.pn,370,3,,
2384,2,20150921_191011,39.pn,389,2,,
2384,3,20150921_191011,39.pn,708,,,
2384,4,20150921_191011,39.pn,756,,,
2384,5,20150921_191011,39.pn,772,,,
2384,6,20150921_191011,39.pn,789,,,
2384,7,20150921_191011,39.pn,845,,,
2384,8,20150921_191011,39.pn,927,,,
2384,9,20150921_191011,39.pn,965,,,
2384,10,20150921_191011,39.pn,39,,,
2384,11,20150921_191011,39.pn,24,,,
2384,12,20150921_191011,39.pn,10,,,
2385,1,20170721_224540,142.pn,376,,,
2385,2,20170721_224540,142.pn,329,,,
2385,3,20170721_224540,142.pn,362,,,
2385,4,20170721_224540,142.pn,416,,,
2385,5,20170721_224540,142.pn,521,,,
2385,6,20170721_224540,142.pn,504,,,
2385,7,20170721_224540,142.pn,767,,,
2385,8,20170721_224540,142.pn,839,,,
2385,9,20170721_224540,142.pn,907,,,
2385,10,20170721_224540,142.pn,883,,,
2385,11,20170721_224540,142.pn,863,,,
2385,12,20170721_224540,142.pn,796,,,
2385,13,20170721_224540,142.pn,686,,,
2385,14,20170721_224540,142.pn,612,,,
2385,15,20170721_224540,142.pn,549,,,
2386,1,20180621_221608,21.pn,924,,,
2386,2,20180621_221608,21.pn,976,,,
2386,3,20180621_221608,21.pn,543,,,
2386,4,20180621_221608,21.pn,369,,,
2386,5,20180621_221608,21.pn,57,,,
2386,6,20180621_221608,21.pn,161,,,
2386,7,20180621_221608,21.pn,219,1,,
2387,1,20150907_150438,127.pn,568,,,
2387,2,20150907_150438,127.pn,598,,,
2387,3,20150907_150438,127.pn,872,,,
2387,4,20150907_150438,127.pn,881,,,
2387,5,20150907_150438,127.pn,249,,,
2387,6,20150907_150438,127.pn,130,,,
2387,7,20150907_150438,127.pn,387,,,
2387,8,20150907_150438,127.pn,426,,,
2387,9,20150907_150438,127.pn,162,,,
2387,10,20150907_150438,127.pn,199,,,
2387,11,20150907_150438,127.pn,13,,,
2387,12,20150907_150438,127.pn,800,,,
2388,1,20160821_190510,50.pn,202,,,
2388,2,20160821_190510,50.pn,352,,,
2388,3,20160821_190510,50.pn,373,,,
2388,4,20160821_190510,50.pn,442,,,
2388,5,20160821_190510,50.pn,606,,,
2389,1,20160807_212009,86.pn,200,,,
2390,1,20160807_213010,87.pn,394,,,
2390,2,20160807_213010,87.pn,418,,,
2390,3,20160807_213010,87.pn,373,2,,
2391,1,20180607_191714,12.pn,58,,,
2391,2,20180607_191714,12.pn,255,,,
2391,3,20180607_191714,12.pn,494,,,
2391,4,20180607_191714,12.pn,663,,,
2391,5,20180607_191714,12.pn,683,,,
2391,6,20180607_191714,12.pn,457,,,
2391,7,20180607_191714,12.pn,475,,,
2391,8,20180607_191714,12.pn,297,,,
2391,9,20180607_191714,12.pn,283,,,
2391,10,20180607_191714,12.pn,241,,,
2392,1,20150921_191011,39.pn,374,3,,
2392,2,20150921_191011,39.pn,709,,,
2392,3,20150921_191011,39.pn,789,,,
2392,4,20150921_191011,39.pn,756,,,
2392,5,20150921_191011,39.pn,772,,,
2392,6,20150921_191011,39.pn,847,,,
2392,7,20150921_191011,39.pn,927,,,
2392,8,20150921_191011,39.pn,965,,,
2393,1,20150921_185511,8.pn,138,3,,
2393,2,20150921_185511,8.pn,217,2,,
2393,3,20150921_185511,8.pn,457,,,
2393,4,20150921_185511,8.pn,465,,,
2393,5,20150921_185511,8.pn,780,3,,
2393,6,20150921_185511,8.pn,806,3,,
2393,7,20150921_185511,8.pn,204,,,
2394,1,20150907_142436,54.pn,136,,,
2394,2,20150907_142436,54.pn,145,,,
2394,3,20150907_142436,54.pn,160,,,
2394,4,20150907_142436,54.pn,189,,,
2394,5,20150907_142436,54.pn,209,,,
2394,6,20150907_142436,54.pn,199,,,
2394,7,20150907_142436,54.pn,297,,,
2394,8,20150907_142436,54.pn,400,,,
2394,9,20150907_142436,54.pn,346,,,
2394,10,20150907_142436,54.pn,389,,,
2394,11,20150907_142436,54.pn,967,,,
2395,1,20160821_192011,145.pn,851,,,
2395,2,20160821_192011,145.pn,907,,,
2395,3,20160821_192011,145.pn,935,,,
2395,4,20160821_192011,145.pn,914,,,
2395,5,20160821_192011,145.pn,27,,,
2395,6,20160821_192011,145.pn,97,,,
2395,7,20160821_192011,145.pn,159,,,
2395,8,20160821_192011,145.pn,380,,,
2396,1,20160807_211009,55.pn,109,,,
2396,2,20160807_211009,55.pn,308,,,
2396,3,20160807_211009,55.pn,373,,,
2396,4,20160807_211009,55.pn,747,,,
2396,5,20160807_211009,55.pn,644,,,
2397,1,20180607_195716,31.pn,211,,,
2397,2,20180607_195716,31.pn,537,,,
2397,3,20180607_195716,31.pn,478,,,
2397,4,20180607_195716,31.pn,808,,,
2397,5,20180607_195716,31.pn,86,,,
2397,6,20180607_195716,31.pn,76,,,
2397,7,20180607_195716,31.pn,4,,,
2397,8,20180607_195716,31.pn,24,,,
2398,1,20150907_144437,52.pn,747,,,
2398,2,20150907_144437,52.pn,929,,,
2398,3,20150907_144437,52.pn,652,,,
2398,4,20150907_144437,52.pn,763,,,
2398,5,20150907_144437,52.pn,376,,,
2398,6,20150907_144437,52.pn,355,,,
2398,7,20150907_144437,52.pn,201,,,
2398,8,20150907_144437,52.pn,516,,,
2399,1,20180607_194215,125.pn,111,,,
2399,2,20180607_194215,125.pn,131,,,
2399,3,20180607_194215,125.pn,151,,,
2399,4,20180607_194215,125.pn,180,,,
2399,5,20180607_194215,125.pn,188,,,
2399,6,20180607_194215,125.pn,227,,,
2399,7,20180607_194215,125.pn,276,,,
2399,8,20180607_194215,125.pn,314,,,
2399,9,20180607_194215,125.pn,378,,,
2399,10,20180607_194215,125.pn,356,,,
2400,1,20180607_193215,49.pn,51,,,
2400,2,20180607_193215,49.pn,65,1,,
2400,3,20180607_193215,49.pn,117,,,
2400,4,20180607_193215,49.pn,134,,,
2400,5,20180607_193215,49.pn,958,,,
2400,6,20180607_193215,49.pn,759,,,
2400,7,20180607_193215,49.pn,482,,,
2400,8,20180607_193215,49.pn,148,,,
2400,9,20180607_193215,49.pn,166,,,
2401,1,20170707_234637,143.pn,95,2,,
2401,2,20170707_234637,143.pn,123,2,,
2401,3,20170707_234637,143.pn,146,2,,
